id,tweets,likes,retweets,tweet_score,time,followers,friends,user_score,location,keyword,inlakeontario,city,region,country,lat,lng,tweet_effectiveness
1.46597E+18,Thinking about other environmental projects with child engagement at St Nick’s Environment Centre and adult support involvement in Converge at YSJ where I volunteer. ( engagement in community) wider/ broader collective action and POWER in numbers for action.,0,0,000,12/1/2021 9:14,3,108,1081083,"York, England",volunteer+litter+Ontario,0,York,England,United Kingdom,53.95996510000001,-1.0872979,0.0
1.46597E+18,"Please volunteer yourself and plant trees I 🇸🇸
We more and more trees... We need Oxygen... We need healthy environment...",0,0,000,12/1/2021 8:56,134,365,365365134,,volunteer+litter+Ontario,0,,,,,,0.0
1.46584E+18,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,550,12/1/2021 0:18,57,385,38538557,Seattle,volunteer+litter+Ontario,0,Seattle,WA,United States,47.6062095,-122.3320708,125.81
1.46584E+18,"If the environment needs my sperm, I'm happy to volunteer https://t.co/GYP3l6x0rW",1,0,001,12/1/2021 0:09,643,229,229229643,,volunteer+litter+Ontario,0,,,,,,0.23
1.46583E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,880,11/30/2021 23:59,4312,4988,498849884312,Staying Global,volunteer+litter+Ontario,0,Bethesda,MD,United States,38.9933135,-77.0964632,201.3
1.46583E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,880,11/30/2021 23:50,6865,7219,721972196865,"London, England",volunteer+litter+Ontario,0,London,England,United Kingdom,51.5072178,-0.1275862,201.3
1.4658E+18,"@inderasakti_kl Sadly, we hv nvr been instilled in our hearts 2 care for d environment/mother nature in general incl 2 hv the hearts for the abandoned strays. I don’t remember growing up continuously getting the opportunity to “volunteer” via schs a",1,0,001,11/30/2021 21:42,27,124,12412427,,volunteer+litter+Ontario,0,,,,,,0.23
1.46579E+18,Do you love interacting with people? Are you comfortable sharing information with others informally or via formal presentations? You are meant to be a #HomeWise volunteer! Learn more and apply by Dec. 10: https://t.co/V8XyXmGEFP https://t.co/Na4mvryxUw,1,1,111,11/30/2021 21:00,451,100,100100451,"Fairfax County, Virginia",volunteer+litter+Ontario,0,,VA,United States,38.9085472,-77.2405153,25.39
1.46576E+18,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,550,11/30/2021 19:00,1887,3326,332633261887,"Greater Seattle metro area, WA",volunteer+litter+Ontario,0,,WA,United States,47.6061031,-122.3320534,125.81
1.46575E+18,"RT @LordshipHub: Want to volunteer in a friendly, community environment ... to learn new work skills, to be part of your community, to make…",0,1,110,11/30/2021 18:11,750,1313,13131313750,"Tottenham, London",volunteer+litter+Ontario,0,,England,United Kingdom,51.60557480000001,-0.06816649999999999,25.16
1.46574E+18,"Get off, get outside, hug a tree, volunteer to help others, get involved IRL with saving the environment. 

Generation Z Is Forging Healthy #SocialMedia Practices for the Benefit of All https://t.co/ODKrzKya1S #politics",3,0,003,11/30/2021 17:58,2354,2710,271027102354,,volunteer+litter+Ontario,0,,,,,,0.69
1.46574E+18,"Want to volunteer in a friendly, community environment ... to learn new work skills, to be part of your community, to make friends and build confidence? Call, email or drop in to Lordship Hub in Lordship Rec, N17 6NU to see what opportunities are there for you.
#volunteering https://t.co/dpyEF94U9p",1,1,111,11/30/2021 17:48,2178,812,8128122178,"Tottenham, London",volunteer+litter+Ontario,0,,England,United Kingdom,51.60557480000001,-0.06816649999999999,25.39
1.46572E+18,RT @megaphone_news: Fires ignited in #Bchamoun on Monday keep spreading due to high wind speed and rising temperatures. A volunteer #firefi…,0,2,220,11/30/2021 16:34,145,272,272272145,Lofty mountains,volunteer+litter+Ontario,0,,UT,United States,40.7310581,-110.9079498,50.33
1.46571E+18,"Today is #GivingTuesday! Come join us in giving back at https://t.co/UOod4d3X9A.

As a 100% volunteer-run organization, whether you donate to fund our mission, donate your time as a volunteer, or donate your voice to help share our platform, we thank you! #Nonprofit #Environment",0,0,000,11/30/2021 16:04,42,187,18718742,,volunteer+litter+Ontario,0,,,,,,0.0
1.46571E+18,RT @IrisMerka: Does your environment change your way of thinking or does your thinking change your environment? @RecoTechFI @MetropoliaBiz…,0,1,110,11/30/2021 16:04,184,533,533533184,"Helsinki, Finland ",volunteer+litter+Ontario,0,Helsinki,,Finland,60.16985569999999,24.9383791,25.16
1.46571E+18,"For a nice #timelinecleanser, a story from here in #Chicago about someone taking real action to improve our environment. #AHotMess #environmentawareness    https://t.co/vKYvRG0D2f",1,0,001,11/30/2021 16:00,1068,1624,162416241068,Chicago,volunteer+litter+Ontario,0,Chicago,IL,United States,41.8781136,-87.6297982,0.23
1.4657E+18,"Fires ignited in #Bchamoun on Monday keep spreading due to high wind speed and rising temperatures. A volunteer #firefighter with the #civildefense suffered from burns as he attempted to put them out, 
./1
 #Fires #Forest #Environment #Lebanon https://t.co/7sdn9xV7kj",2,2,222,11/30/2021 15:27,27507,52,525227507,Lebanon,volunteer+litter+Ontario,0,,,Lebanon,33.854721,35.862285,50.78
1.46566E+18,"International Volunteer Day, on 03 December, 2021

-VOLUNTEERISM AND ENVIRONMENT-
AN EXPERIENTIAL ACTION
AT THE MEDITERRANEAN SUBURBAN ENVIRONMENTAL PARK, CIHEAM-MAICh

Α joint cooperation activity among the Municipality of Chania, the Forestry Directorate, and CIHEAM-MAICh. https://t.co/XfvfDdVUSc",2,0,002,11/30/2021 12:16,26,7,7726,Greece,volunteer+litter+Ontario,0,,,Greece,39.074208,21.824312,0.46
1.46565E+18,"RT @JobsMatchSK: Need to recruit #volunteers for your charity, social enterprise, not-for-profit or community group? 

From how to create a…",0,2,220,11/30/2021 12:01,1841,4119,411941191841,"Denver, CO",volunteer+litter+Ontario,0,Denver,CO,United States,39.7392358,-104.990251,50.33
1.46565E+18,"RT @JobsMatchSK: Need to recruit #volunteers for your charity, social enterprise, not-for-profit or community group? 

From how to create a…",0,2,220,11/30/2021 12:00,1058,4539,453945391058,Antarctica,volunteer+litter+Ontario,0,,,Antarctica,-82.862752,135,50.33
1.46565E+18,"Need to recruit #volunteers for your charity, social enterprise, not-for-profit or community group? 

From how to create a targeted job description to creating a safe environment for #volunteering, check out our top tips on recruiting a volunteer here 👇

https://t.co/9aZNyib7GW https://t.co/2WxztY4SYI",1,2,221,11/30/2021 12:00,522,313,313313522,Stockport,volunteer+litter+Ontario,0,Stockport,England,United Kingdom,53.41063159999999,-2.1575332,50.55
1.46564E+18,"PLANT TREES: 🌳

Would you like to make a difference in the local community &amp; help the environment? Volunteer to plant 120 trees on The Sands.

Sat 4th Dec, 1.00pm-2.30pm.

Contact Mr Bains for info.

https://t.co/70XRW4kSTj

#PlantForOurFuture #NationalTreeWeek @TheTreeCouncil https://t.co/J7kVjwejKE",0,0,000,11/30/2021 11:07,3427,400,4004003427,Durham,volunteer+litter+Ontario,0,Durham,NC,United States,35.9940329,-78.898619,0.0
1.46561E+18,The active community volunteer with the National Environment Agency (NEA) adds: “It’s important for a small group to lead and show the way. https://t.co/Ar59wQTzIi via @stcom #Retailer #Coronavirus,0,0,000,11/30/2021 9:09,152,102,102102152,Singapore,volunteer+litter+Ontario,0,,,Singapore,1.352083,103.819836,0.0
1.46561E+18,"@LeedsBeckMArch ArchitectureOpenLecture series

Jane is sustainability advisor on @warwickuni Estate &amp; Environment Committee.
As a masterplanner and volunteer, she advises the @Nat_Mem_Arb, in South Staff, on their young arboretum.

https://t.co/bMIzy",0,0,000,11/30/2021 9:00,296,384,384384296,Leeds Beckett University,volunteer+litter+Ontario,0,,England,United Kingdom,53.8035274,-1.5480355,0.0
1.4656E+18,"Looking to get back on your bike? Check our https://t.co/CDnwr5qPHD has great volunteer led rides for all abilities.

There's regular rides at @LiveItHull closed cycle circuit at Ennerdale Leisure Centre! So you can build up your road confidence in a traffic free environment https://t.co/ofK2pVbNGj",0,0,000,11/30/2021 8:53,316,151,151151316,,volunteer+litter+Ontario,0,,,,,,0.0
1.4656E+18,Does your environment change your way of thinking or does your thinking change your environment? @RecoTechFI @MetropoliaBiz #volunteer https://t.co/1zvDFW7LeJ,6,1,116,11/30/2021 8:48,10,24,242410,,volunteer+litter+Ontario,0,,,,,,26.54
1.46552E+18,"RT @ValleyChange: Join us on Sunday, December 12th as we beautify our community! 🧹🗑🌍 ♻️ 

Bring a friend or two and bring your family along…",0,2,220,11/30/2021 3:03,13860,6174,6174617413860,,volunteer+litter+Ontario,0,,,,,,50.33
1.46549E+18,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,550,11/30/2021 1:11,220,1060,10601060220,"Seattle, WA",volunteer+litter+Ontario,0,Seattle,WA,United States,47.6062095,-122.3320708,125.81
1.46549E+18,"Join us on Sunday, December 12th as we beautify our community! 🧹🗑🌍 ♻️ 

Bring a friend or two and bring your family along. 

#BlackLivesMatter #Community #Cleanup #Earth🌍 #Volunteer #Nature #SanFernandoValley #ShowUpShowOut #Environment https://t.co/OhHfepQjlK",3,2,223,11/30/2021 1:04,537,96,9696537,,volunteer+litter+Ontario,0,,,,,,51.01
1.46549E+18,"Governor Laura Kelly has announced Janet Stanek as the new Secretary for the Kansas Department of Health and Environment (KDHE). Janet serves as a volunteer on our Board of Directors. Congratulations, Janet! https://t.co/Bk1hCA60A2",0,0,000,11/30/2021 1:00,338,176,176176338,Kansas,volunteer+litter+Ontario,0,,KS,United States,39.011902,-98.4842465,0.0
1.4654E+18,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,550,11/29/2021 19:10,29,44,444429,"Seattle, WA",volunteer+litter+Ontario,0,Seattle,WA,United States,47.6062095,-122.3320708,125.81
1.46537E+18,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,550,11/29/2021 17:14,25769,1134,1134113425769,"King County, WA",volunteer+litter+Ontario,0,,WA,United States,47.5480339,-121.9836029,125.81
1.46537E+18,It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Program is working to get in the ground. 🌱 But they can't do it without volunteers like you. 👷‍♀️ Check out upcoming events &amp; sign up today 👉 https://t.co/x2weH6g54Q https://t.co/npI2vsZOAT,6,5,556,11/29/2021 17:02,4460,1120,112011204460,"King County, WA",volunteer+litter+Ontario,0,,WA,United States,47.5480339,-121.9836029,127.19
1.46536E+18,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,12120,11/29/2021 16:54,2519,2994,299429942519,,volunteer+litter+Ontario,0,,,,,,2772.47
1.46536E+18,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,12120,11/29/2021 16:53,5946,2026,202620265946,"ÜT: 43.7979443,-79.4292462",volunteer+litter+Ontario,0,,,,,,2772.47
1.46535E+18,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,12120,11/29/2021 16:02,28098,9581,9581958128098,Worldwide! 🇺🇸🌍,volunteer+litter+Ontario,0,Kent,WA,United States,47.427708,-122.2309221,2772.47
1.46535E+18,"im literally so silly, anyways back to being better 😁, i want to volunteer, help the environment , and do more school work cause it’s good for the brain apparently",1,0,001,11/29/2021 15:44,2,36,36362,,volunteer+litter+Ontario,0,,,,,,0.23
1.46534E+18,@OdedRechavi I actually think I'll volunteer to talk about this at some of the courses at my Uni. I've read so much about this that it would be useful to share the info in a productive environment rather than argue with people on twitter 😅,1,0,001,11/29/2021 15:16,6681,6512,651265126681,"New York, USA",volunteer+litter+Ontario,0,New York,NY,United States,40.7127753,-74.0059728,0.23
1.46532E+18,@hugoburge Oh no Hugo ☹️ If you need any volunteers for tree planting in the future let us know. Team here gets a volunteer day a year and they're very passionate about the environment.🌳,1,0,001,11/29/2021 14:17,3366,2054,205420543366,London,volunteer+litter+Ontario,0,London,England,United Kingdom,51.5072178,-0.1275862,0.23
1.46531E+18,@elonmusk Hello.  I am a volunteer on a Economic Corridor Task Force for the govt of Alberta. team is investigating tech that will reduce impacts on the environment/underground corridors for energy products AND autonomous haul trucks that can use roadway,0,0,000,11/29/2021 13:09,1061,2896,289628961061,Alberta,volunteer+litter+Ontario,0,,AB,Canada,53.9332706,-116.5765035,0.0
1.4653E+18,RT @hulimavulake: You are never too young to #volunteer! High schoolers at #Hulimavu lake! Happy to see our next gen working towards a clea…,0,1,110,11/29/2021 12:47,78,66,666678,Bengaluru,volunteer+litter+Ontario,0,Bengaluru,KA,India,12.9715987,77.5945627,25.16
1.4653E+18,I just want to volunteer and try English teaching in a familiar environment before I commit to moving 6000 miles across the globe to do it u no?,0,0,000,11/29/2021 12:35,19,41,414119,"York, England",volunteer+litter+Ontario,0,York,England,United Kingdom,53.95996510000001,-1.0872979,0.0
1.46528E+18,RT @Bananahamarama: @olliewallieses @jordanbpeterson Currently working with a trans 12-year old. (I volunteer with a youth group). We have…,0,1,110,11/29/2021 11:27,77,214,21421477,iPhone,volunteer+litter+Ontario,0,Ciudad de México,CDMX,,37.09024,-95.712891,25.16
1.46528E+18,"@olliewallieses @jordanbpeterson Currently working with a trans 12-year old. (I volunteer with a youth group). We have been absolutely supportive, because what else can you do?!? At least in our environment, this person is getting support that they can't ",1,1,111,11/29/2021 11:19,141,479,479479141,"Dallas, TX",volunteer+litter+Ontario,0,Dallas,TX,United States,32.7766642,-96.79698789999999,25.39
1.46527E+18,"RT @Thames21: Thames21 is growing. We are thrilled to welcome Philippa Nicholls (Community Eel Officer), Felicity Rhodes (Thames Volunteer…",0,1,110,11/29/2021 10:53,14348,15782,157821578214348,"Hackney Wick, east London, UK",volunteer+litter+Ontario,0,,England,United Kingdom,51.544579,-0.0256935,25.16
1.46527E+18,"Thames21 is growing. We are thrilled to welcome Philippa Nicholls (Community Eel Officer), Felicity Rhodes (Thames Volunteer Engagement Officer) and Josh Hammond (Evidence Officer) to our team.
https://t.co/bP3myMi71w
#newhires #RiverThames #eels #environment #climate https://t.co/eUjyHZS5V4",8,1,118,11/29/2021 10:42,10972,4074,4074407410972,London,volunteer+litter+Ontario,0,London,England,United Kingdom,51.5072178,-0.1275862,26.99
1.46525E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,880,11/29/2021 9:40,6044,4950,495049506044,Sheffield,volunteer+litter+Ontario,0,Kansas City,MO,United States,39.1012463,-94.5083097,201.3
1.46525E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,880,11/29/2021 9:39,2628,1045,104510452628,"Brighton, England",volunteer+litter+Ontario,0,Brighton,England,United Kingdom,50.82253000000001,-0.137163,201.3
1.46525E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,880,11/29/2021 9:06,222,1551,15511551222,,volunteer+litter+Ontario,0,,,,,,201.3
1.46524E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,880,11/29/2021 8:45,16586,3684,3684368416586,UK,volunteer+litter+Ontario,0,,,United Kingdom,55.378051,-3.435973,201.3
1.46521E+18,"You are never too young to #volunteer! High schoolers at #Hulimavu lake! Happy to see our next gen working towards a clean environment! #SundayMotivation
 @NammaBengaluroo
@citizenmatters  @TrustBangalore @BSBommai @CMofKarnataka  @EduMinOfIndia  @timesofindia @BGSSCHOOL https://t.co/BoyqVdQqCi",3,1,113,11/29/2021 6:52,77,19,191977,Hulimavu,volunteer+litter+Ontario,0,Bengaluru,KA,India,12.8718155,77.6021817,25.85
1.46509E+18,RT @ali_Croydon: @NorburyTories @K_O_Frimpong @blakeodonnell @CroydonTories @CllrJPerry @CllrLynneHale @NeilGarratt @JohnLoony @SBOWEN2022…,0,2,220,11/28/2021 22:37,1735,667,6676671735,,volunteer+litter+Ontario,0,,,,,,50.33
1.46508E+18,RT @ali_Croydon: @NorburyTories @K_O_Frimpong @blakeodonnell @CroydonTories @CllrJPerry @CllrLynneHale @NeilGarratt @JohnLoony @SBOWEN2022…,0,2,220,11/28/2021 22:25,146,217,217217146,,volunteer+litter+Ontario,0,,,,,,50.33
1.46502E+18,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,880,11/28/2021 18:15,638,1432,14321432638,,volunteer+litter+Ontario,0,,,,,,201.3
1.46502E+18,"HomeWise is all about helping Fairfax County residents save money on their utility bills. Over the past month, we've given away 1000 LED bulbs and hundreds of other items to help residents save #energy and #water at home. Learn more about our activities: https://t.co/V8XyXmGEFP https://t.co/WLAWNWbDBm",1,0,001,11/28/2021 18:00,451,100,100100451,"Fairfax County, Virginia",volunteer+litter+Ontario,0,,VA,United States,38.9085472,-77.2405153,0.23
