id,tweets,likes,retweets,time,followers,friends,location,key_word,inclakeontario
1465301355011076097,RT @hulimavulake: You are never too young to #volunteer! High schoolers at #Hulimavu lake! Happy to see our next gen working towards a clea…,0,1,2021-11-29 12:47:21,78,66,Bengaluru,volunteer+litter+Ontario,0
1465298392817483778,I just want to volunteer and try English teaching in a familiar environment before I commit to moving 6000 miles across the globe to do it u no?,0,0,2021-11-29 12:35:35,19,41,"York, England",volunteer+litter+Ontario,0
1465281313745874948,RT @Bananahamarama: @olliewallieses @jordanbpeterson Currently working with a trans 12-year old. (I volunteer with a youth group). We have…,0,1,2021-11-29 11:27:43,77,214,"iPhone: 39.223831,-94.411034",volunteer+litter+Ontario,0
1465279187011395590,"@olliewallieses @jordanbpeterson Currently working with a trans 12-year old. (I volunteer with a youth group). We have been absolutely supportive, because what else can you do?!? At least in our environment, this person is getting support that they can't get at home.

But it's clear so obviously clear that the",1,1,2021-11-29 11:19:16,141,479,"Dallas, TX",volunteer+litter+Ontario,0
1465272715187793925,"RT @Thames21: Thames21 is growing. We are thrilled to welcome Philippa Nicholls (Community Eel Officer), Felicity Rhodes (Thames Volunteer…",0,1,2021-11-29 10:53:33,14348,15782,"Hackney Wick, east London, UK",volunteer+litter+Ontario,0
1465269911991865347,"Thames21 is growing. We are thrilled to welcome Philippa Nicholls (Community Eel Officer), Felicity Rhodes (Thames Volunteer Engagement Officer) and Josh Hammond (Evidence Officer) to our team.
https://t.co/bP3myMi71w
#newhires #RiverThames #eels #environment #climate https://t.co/eUjyHZS5V4",8,1,2021-11-29 10:42:25,10972,4074,London,volunteer+litter+Ontario,0
1465254317481418757,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,2021-11-29 09:40:27,6044,4950,Sheffield,volunteer+litter+Ontario,0
1465254003080671246,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,2021-11-29 09:39:12,2628,1045,"Brighton, England",volunteer+litter+Ontario,0
1465245835789279236,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,2021-11-29 09:06:44,222,1551,,volunteer+litter+Ontario,0
1465240609392934915,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,2021-11-29 08:45:58,16586,3684,UK,volunteer+litter+Ontario,0
1465211925709479937,"You are never too young to #volunteer! High schoolers at #Hulimavu lake! Happy to see our next gen working towards a clean environment! #SundayMotivation
 @NammaBengaluroo
@citizenmatters  @TrustBangalore @BSBommai @CMofKarnataka  @EduMinOfIndia  @timesofindia @BGSSCHOOL https://t.co/BoyqVdQqCi",3,1,2021-11-29 06:52:00,77,19,Hulimavu,volunteer+litter+Ontario,0
1465087471847362563,RT @ali_Croydon: @NorburyTories @K_O_Frimpong @blakeodonnell @CroydonTories @CllrJPerry @CllrLynneHale @NeilGarratt @JohnLoony @SBOWEN2022…,0,2,2021-11-28 22:37:27,1735,667,,volunteer+litter+Ontario,0
1465084560681615361,RT @ali_Croydon: @NorburyTories @K_O_Frimpong @blakeodonnell @CroydonTories @CllrJPerry @CllrLynneHale @NeilGarratt @JohnLoony @SBOWEN2022…,0,2,2021-11-28 22:25:53,146,217,,volunteer+litter+Ontario,0
1465021571102298126,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,2021-11-28 18:15:35,638,1432,,volunteer+litter+Ontario,0
1465017783448748034,"HomeWise is all about helping Fairfax County residents save money on their utility bills. Over the past month, we've given away 1000 LED bulbs and hundreds of other items to help residents save #energy and #water at home. Learn more about our activities: https://t.co/V8XyXmGEFP https://t.co/WLAWNWbDBm",1,0,2021-11-28 18:00:32,451,100,"Fairfax County, Virginia",volunteer+litter+Ontario,0
1464987753041518612,"RT @WeMeanToClean: We work at the grassroots level for our environment
https://t.co/I6ehyANyTO

#WeMeanToClean #CleanDelhi #SwachhBharat #V…",0,2,2021-11-28 16:01:13,22608,6678,"Kampala, Uganda",volunteer+litter+Ontario,0
1464986274641625091,Regional Volunteer Manager (Central) - Central - CHARITY PEOPLE https://t.co/76vZjqQo1b,0,0,2021-11-28 15:55:20,2355,5,UK,volunteer+litter+Ontario,0
1464983018985062405,"**false accusation example**

AG was fired bcoz of being so toxic and caused cn team staff to resign

our community manager and support and volunteer said otherwise. Screenshots and translations attached below

in the fulltime groups, environment was friendly and supportive❤️",9,0,2021-11-28 15:42:24,2583,650,,volunteer+litter+Ontario,0
1464982967361671176,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,2021-11-28 15:42:12,2332,3938,Earth,volunteer+litter+Ontario,0
1464982184557694977,"RT @WeMeanToClean: We work at the grassroots level for our environment
https://t.co/I6ehyANyTO

#WeMeanToClean #CleanDelhi #SwachhBharat #V…",0,2,2021-11-28 15:39:05,4195,4910,MIT Earth & Atmospher & 🇺🇳 ,volunteer+litter+Ontario,0
1464981206613827589,"We work at the grassroots level for our environment
https://t.co/I6ehyANyTO

#WeMeanToClean #CleanDelhi #SwachhBharat #Volunteer #Volunteering #Shramdaan #Delhi #Cleanup #CleanupDrive #SwachhataHiSeva #Afforestation #ClimateAction #WMTCBlog https://t.co/dF31ATGvHy",6,2,2021-11-28 15:35:12,2264,107,"New Delhi, Delhi",volunteer+litter+Ontario,0
1464969769342406659,@b_dechambeau @BKoepka Perhaps many of us did not know $3M went to charity as opposed to all proceeds going to participants. Could always use just a small bit of help for my local high school volunteer P A gig to be able to provide a better sports environment for the kids...thanks and best wishes,0,0,2021-11-28 14:49:45,16,73,"North Carolina, USA",volunteer+litter+Ontario,0
1464965781423222791,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,2021-11-28 14:33:54,5318,5692,"Tucson, AZ",volunteer+litter+Ontario,0
1464953101920653317,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,2021-11-28 13:43:31,3120,724,"Kampala, Uganda",volunteer+litter+Ontario,0
1464953060065787908,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,2021-11-28 13:43:21,2461,4634,,volunteer+litter+Ontario,0
1464949659865128967,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,2021-11-28 13:29:51,552,372,,volunteer+litter+Ontario,0
1464944530705326084,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,2021-11-28 13:09:28,272,372,,volunteer+litter+Ontario,0
1464942828136452100,"RT @CleanUpTadworth: ThankYou to our @DofE #litterpicking #volunteer out cleaning up in #lowerKingswood 

#LoveWhereYouLive🌺🍂
#youngpeople…",0,7,2021-11-28 13:02:42,5338,9,www.plasticsimpact@gmail.com,volunteer+litter+Ontario,0
1464939677962670083,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,2021-11-28 12:50:11,85117,82896,www.5calls.org ,volunteer+litter+Ontario,0
1464932178953916417,"Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if you can.
#climatecrisis #demsabroad #noplanetB #environment https://t.co/rn03qJzdc6",5,12,2021-11-28 12:20:23,1769,2288,"Brussels, Belgium",volunteer+litter+Ontario,0
1464927795352588293,"RT: TheVenusProject: @Roberta66621429 @j_matcob @GandWalter @UN @Davos @RoxMeadows @jacquefresco Well being of humans and the environment we need to survive should be number one 🙂
(Peter tvp volunteer)",2,0,2021-11-28 12:02:58,3346,412,"National Capital Region, Repub",volunteer+litter+Ontario,0
1464927286767939585,"@Roberta66621429 @j_matcob @GandWalter @UN @Davos @RoxMeadows @jacquefresco Well being of humans and the environment we need to survive should be number one 🙂
(Peter tvp volunteer)",2,0,2021-11-28 12:00:56,29937,24,"21 Valley Lane
Venus, Florida ",volunteer+litter+Ontario,0
1464912330769186818,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,2021-11-28 11:01:31,1308,3950,Tyneside - RT ≠ Agreement ,volunteer+litter+Ontario,0
1464910508478377992,"Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up also keeps countless gardeners and landscape teams busy.

Time for a rethink (at least in many circumstances)? https://t.co/XjtbVy2kf7",25,8,2021-11-28 10:54:16,3993,1476,Colyton,volunteer+litter+Ontario,0
1464867354458968070,"RT @DrJideOjo: So if you have to blaze that GRE, volunteer in labs, publish that paper, and attend conferences to get into a quality learni…",0,23,2021-11-28 08:02:47,895,1723,"Abuja, Nigeria",volunteer+litter+Ontario,0
1464765525075144707,How one woman escaped the rat race and went off to Africa to volunteer on environmental projects https://t.co/rrg6MpSvbJ #environment #volunteering #Africa,0,0,2021-11-28 01:18:09,13598,14596,South East,volunteer+litter+Ontario,0
1464758174385246209,"Doing work (volunteer or paid) that helps others, paid work that covers bills + a little more, &amp; a respectful work environment may help work be sustainable &amp; fulfilling.",0,0,2021-11-28 00:48:57,742,2,,volunteer+litter+Ontario,0
1464733809014886406,"RT: TheVenusProject: @Pjevica @LumpyLouish Yes, Tvp proposes a proactive system/mindset which prioritises people/environment over money/profit.
If you have any questions let me know 🙂
The faqs are very helpful too
(Peter tvp volunteer)
https://t.co/lvyvMZ4M6D",0,0,2021-11-27 23:12:08,3346,412,"National Capital Region, Repub",volunteer+litter+Ontario,0
1466118661194850306,"30 Days of Giving 2021, day 6: Students at @sunyoswego take on the initiative of keeping #LakeOntario clean and inviting for people and wildlife. #SUNYGives:  https://t.co/lkHNoBuiZx",7,0,2021-12-01 18:55:02,29269,855,New York,lake cleanup,0
1465380359143661577,I have dogs.  Two BIG Bernese mountain dogs.  And three cats!  Dogs can STINK!  Grace in particular gets a nice sour smell in the summer after swimming in Lake Ontario.  It isn't known to be the https://t.co/5bfrlOlf2z #pets #cleanhouse,1,0,2021-11-29 18:01:17,420,782,"Toronto, Ontario",lake cleanup,0
1465102448255770633,"RT @NewsInOakville: If you walk through our parks or along any sidewalk, used fast-food containers are everywhere.
How can we clean up the…",0,3,2021-11-28 23:36:58,3226,884,"Oakville, ON, Canada",lake cleanup,0
1465044133282725893,"RT @NewsInOakville: If you walk through our parks or along any sidewalk, used fast-food containers are everywhere.
How can we clean up the…",0,3,2021-11-28 19:45:15,7916,558,"Oakville, Ontario, Canada",lake cleanup,0
1464997890791809030,"If you walk through our parks or along any sidewalk, used fast-food containers are everywhere.
How can we clean up the lake when people just throw the trash anywhere?
@Oakvillegreen @JanieFF @MayorRobBurton @henhere @ConservHalton 
#OakvilleNews
https://t.co/tacmpi6qQr",2,3,2021-11-28 16:41:30,7916,558,"Oakville, Ontario, Canada",lake cleanup,0
1463409033507975168,"@SharonM28627721 A Canadians’ perception of canada will be different depending on where you live, but we as people cannot move past this discussion without clean air to breathe or clean water to drink. my mom was able to swim in lake ontario when she was a child- before there was blue algae.",0,0,2021-11-24 07:27:57,296,401,"⚒ ham, ont 🏹",lake cleanup,0
1466163972944633858,"@Hubble_BTerrier We have them down the street at Lake Ontario and ours are very bold. One snatched a dog out of his yard last week. On our walks, Mum always keeps an eye out for garbage cans in case she has to stow us and sit on top! Snacks on a rope, she says! #notnicemum",4,0,2021-12-01 21:55:05,953,638,"Toronto, Ontario",lake cleanup,0
1466090125016936449,Future Environment Designs (#FEDTC) wins the 8th Annual Pro/Am PACNY Fishing Tournament on Lake Ontario https://t.co/I9QaATWuZk,0,0,2021-12-01 17:01:39,1102,2077,"Syosset, New York",lake cleanup,0
1464681922928562178,"RT @WeatherManRed1: Winter Weather Travel advisory, 5-10 cm possible, Environment Canada stated possible lake enhancement and higher amount…",0,2,2021-11-27 19:45:57,783,773,"Dundas, Ontario",lake cleanup,0
1464674652131889152,"Winter Weather Travel advisory, 5-10 cm possible, Environment Canada stated possible lake enhancement and higher amounts due to easterly winds off lake ontario! @IWeatherON Can't wait to see your snow forcast! Go winter! #onstorm",5,2,2021-11-27 19:17:04,37,10,,lake cleanup,0
1464405462615478274,@ReplicatorUnit @ChickeninBlack @TeresaM19445404 @TTChelps I suspect Toronto's proximity to Lake Ontario contributes to both the temperature shift and supply of moisture (or lack of ability for the environment to shed much extra here).,3,0,2021-11-27 01:27:24,2135,4720,,lake cleanup,0
1466251670073925640,"Doing work (volunteer or paid) that helps others, paid work that covers bills + a little more, &amp; a respectful work environment may help work be sustainable &amp; fulfilling.",0,0,2021-12-02 03:43:34,742,2,,lake cleanup,0
1466247568417955844,"RT @PeeJayAitch: Last month was the wettest November, and the wettest month, in the past 142 years here in #Chilliwack with 615.6 millimetr…",0,5,2021-12-02 03:27:16,31599,2294,"Chilliwack, BC",lake cleanup,0
1466234842656378881,"RT @PeeJayAitch: Last month was the wettest November, and the wettest month, in the past 142 years here in #Chilliwack with 615.6 millimetr…",0,5,2021-12-02 02:36:42,6842,3936,Burnaby BC ,lake cleanup,0
1466230528022138883,"@BenAmesy @timosh99 The problem with most shelters is they are packed, uncomfortable and dangerous. Not everyone is suited to surviving in that environment. All the city departments and volunteer groups could manage it, if they can put their own differences aside.",0,0,2021-12-02 02:19:33,96,275,"Hamilton, Ontario",lake cleanup,0
1466226234375901185,"RT @Amandeep1518: ""create good memories today so that u can have a good past""
Millions of volunteer of @derasachasauda do plantation,blood…",0,2,2021-12-02 02:02:30,432,463,,lake cleanup,0
1466225370408099843,"RT @Amandeep1518: ""create good memories today so that u can have a good past""
Millions of volunteer of @derasachasauda do plantation,blood…",0,2,2021-12-02 01:59:04,21,4,"Rome, Lazio",lake cleanup,0
1466225304221806592,"""create good memories today so that u can have a good past""
Millions of volunteer of @derasachasauda do plantation,blood donation,cleanliness campaign and many more activities to protect Environment nd Humanity. These both things play vital role in our life.
#healthiswealth https://t.co/MUDM6nPigr",1,2,2021-12-02 01:58:48,954,43,Ratia Haryana ,lake cleanup,0
1466208992481349642,"RT @PeeJayAitch: Last month was the wettest November, and the wettest month, in the past 142 years here in #Chilliwack with 615.6 millimetr…",0,5,2021-12-02 00:53:59,101,229,"Chilliwack, BC",lake cleanup,0
1466206854430617600,"RT @PeeJayAitch: Last month was the wettest November, and the wettest month, in the past 142 years here in #Chilliwack with 615.6 millimetr…",0,5,2021-12-02 00:45:29,591,92,Chilliwack B.C.,lake cleanup,0
1466205738989080576,"RT @PeeJayAitch: Last month was the wettest November, and the wettest month, in the past 142 years here in #Chilliwack with 615.6 millimetr…",0,5,2021-12-02 00:41:03,1292,1423,"Fraser Valley B.C, Canada",lake cleanup,0
1466204802170245120,"Last month was the wettest November, and the wettest month, in the past 142 years here in #Chilliwack with 615.6 millimetres of precipitation, according to our local volunteer weather observer for Environment Canada, Roger Pannett.
#weather",13,5,2021-12-02 00:37:20,2939,1497,"Chilliwack, British Columbia",lake cleanup,0
1466138479105122313,RT @MindCymru: We’re hiring an Office and Volunteer Manager. If you enjoy ensuring a smoothly run working environment and have sound experi…,0,2,2021-12-01 20:13:47,3872,4774,"Merthyr Tydfil, Wales",lake cleanup,0
1466134236767956993,"Apply today to become a South Dakota Master Naturalist! 
- Learn to think like a naturalist. 
- Learn about SD nature &amp; environment. 
- Contribute to citizen science.
- Volunteer in your community
Go to https://t.co/ra7mqeww7B for more info &amp; to sign up! https://t.co/mdqfSQ9Nxb",1,0,2021-12-01 19:56:56,132,88,"Pierre, SD",lake cleanup,0
1466120167000264706,"Want to help the environment &amp; volunteer? KUBAG have been removing rhododendron species from Kingston Hill woodland, so a new habitat can grow. You'll chop &amp; dig shrub out of the woodland! Interested? Sign up!

https://t.co/B5OQeUqPdF

#Kuextra #KingstonUniversity #kingstonaward https://t.co/FQM57wUfto",0,0,2021-12-01 19:01:01,45,37,,lake cleanup,0
1466117151962583042,"We're talking about PHE (Population, Health, and Environment) during our National Volunteer Call happening TOMORROW @ 5pm PT/8pm ET with Dr. Joan Castro, M.D. of PATH Foundation Philippines, Inc. (PFPI). Join us by signing up here! 
https://t.co/uhUnCnh8XB https://t.co/fH4izPGsgD",4,0,2021-12-01 18:49:02,5117,3061,"Washington, DC",lake cleanup,0
1466116258395525120,RT @shanesmiley: @jhollymc The guy spent the day helping scrub graffiti off walls. He was a volunteer in a hostile environment. Good thing…,0,1,2021-12-01 18:45:29,344,926,,lake cleanup,0
1466082271249805317,Do you enjoy being in a customer facing environment and being part of a team? Volunteer with us as a Welcome Host this festive season! A great opportunity to engage with our visitors whilst learning about London Transport's history. Apply by 7 December  https://t.co/YkQKuwPmDt,1,0,2021-12-01 16:30:26,36718,995,London,lake cleanup,0
1466075254976045056,Take part in the Environmentally Endangered Lands Program cleanup event Dec. 11 at Florida City Pineland. You can register to volunteer at: https://t.co/Mt610vIF4S https://t.co/TRVqrFjjVd,0,0,2021-12-01 16:02:33,824,537,"Miami, FL",lake cleanup,0
1466063035789889540,"We’re hiring an Office and Volunteer Manager. If you enjoy ensuring a smoothly run working environment and have sound experience in a PA/Office Manager role, we’d like to hear from you. Apply today &gt; https://t.co/6AfA24F7zi
#charityjobs https://t.co/XJO2GqWZjx",8,2,2021-12-01 15:14:00,12096,792,Wales | Cymru,lake cleanup,0
1466035643893497861,RT @ffxgreen: Do you love interacting with people? Are you comfortable sharing information with others informally or via formal presentatio…,0,1,2021-12-01 13:25:09,987,504,,lake cleanup,0
1465997006082482183,"Sessions for this program happen once a week, on Saturdays between 3pm - 5pm. Do let us know if you can volunteer and help provide the right environment for these children

#wearecreatingfutures #lifeskills #ngo  #volunteer #togetherwecan #makeadifference #csr #csrinitiative",0,0,2021-12-01 10:51:37,122,85,Bangalore,lake cleanup,0
1465973456244297729,How one woman escaped the rat race and went off to Africa to volunteer on environmental projects https://t.co/rrg6MpSvbJ #environment #volunteering #Africa,0,0,2021-12-01 09:18:03,13598,14596,South East,lake cleanup,0
1465972572860948483,Thinking about other environmental projects with child engagement at St Nick’s Environment Centre and adult support involvement in Converge at YSJ where I volunteer. ( engagement in community) wider/ broader collective action and POWER in numbers for action.,0,0,2021-12-01 09:14:32,3,108,"York, England",lake cleanup,0
1465968075061088257,"Please volunteer yourself and plant trees I 🇸🇸
We more and more trees... We need Oxygen... We need healthy environment...",0,0,2021-12-01 08:56:40,134,365,,lake cleanup,0
1465837694769004549,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,2021-12-01 00:18:35,57,385,Seattle,lake cleanup,0
1465835371560726528,"If the environment needs my sperm, I'm happy to volunteer https://t.co/GYP3l6x0rW",1,0,2021-12-01 00:09:21,643,229,,lake cleanup,0
1465832870950359044,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,2021-11-30 23:59:24,4312,4988,Staying Global,lake cleanup,0
1465830657909743626,RT @MathewsFiona: Scrub clearance has been promoted by wildlife organisations for years (all those volunteer working parties..). Tidying up…,0,8,2021-11-30 23:50:37,6865,7219,"London, England",lake cleanup,0
1465798290654437379,"@inderasakti_kl Sadly, we hv nvr been instilled in our hearts 2 care for d environment/mother nature in general incl 2 hv the hearts for the abandoned strays. I don’t remember growing up continuously getting the opportunity to “volunteer” via schs activities let alone dlm kelas moral education.",1,0,2021-11-30 21:42:00,27,124,,lake cleanup,0
1465787963221155842,Do you love interacting with people? Are you comfortable sharing information with others informally or via formal presentations? You are meant to be a #HomeWise volunteer! Learn more and apply by Dec. 10: https://t.co/V8XyXmGEFP https://t.co/Na4mvryxUw,1,1,2021-11-30 21:00:58,451,100,"Fairfax County, Virginia",lake cleanup,0
1465757673186418689,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,2021-11-30 19:00:36,1887,3326,"Greater Seattle metro area, WA",lake cleanup,0
1465745435448987650,"RT @LordshipHub: Want to volunteer in a friendly, community environment ... to learn new work skills, to be part of your community, to make…",0,1,2021-11-30 18:11:58,750,1313,"Tottenham, London",lake cleanup,0
1465742078441254916,"Get off, get outside, hug a tree, volunteer to help others, get involved IRL with saving the environment. 

Generation Z Is Forging Healthy #SocialMedia Practices for the Benefit of All https://t.co/ODKrzKya1S #politics",3,0,2021-11-30 17:58:38,2354,2710,,lake cleanup,0
1465739482125242372,"Want to volunteer in a friendly, community environment ... to learn new work skills, to be part of your community, to make friends and build confidence? Call, email or drop in to Lordship Hub in Lordship Rec, N17 6NU to see what opportunities are there for you.
#volunteering https://t.co/dpyEF94U9p",1,1,2021-11-30 17:48:19,2178,812,"Tottenham, London",lake cleanup,0
1465720815924752385,RT @megaphone_news: Fires ignited in #Bchamoun on Monday keep spreading due to high wind speed and rising temperatures. A volunteer #firefi…,0,2,2021-11-30 16:34:08,145,272,Lofty mountains,lake cleanup,0
1465713447174242306,"Today is #GivingTuesday! Come join us in giving back at https://t.co/UOod4d3X9A.

As a 100% volunteer-run organization, whether you donate to fund our mission, donate your time as a volunteer, or donate your voice to help share our platform, we thank you! #Nonprofit #Environment",0,0,2021-11-30 16:04:52,42,187,,lake cleanup,0
1465713401234182147,RT @IrisMerka: Does your environment change your way of thinking or does your thinking change your environment? @RecoTechFI @MetropoliaBiz…,0,1,2021-11-30 16:04:41,184,533,"Helsinki, Finland ",lake cleanup,0
1465712226799525894,"For a nice #timelinecleanser, a story from here in #Chicago about someone taking real action to improve our environment. #AHotMess #environmentawareness    https://t.co/vKYvRG0D2f",1,0,2021-11-30 16:00:01,1068,1624,Chicago,lake cleanup,0
1465703974732910603,"Fires ignited in #Bchamoun on Monday keep spreading due to high wind speed and rising temperatures. A volunteer #firefighter with the #civildefense suffered from burns as he attempted to put them out, 
./1
 #Fires #Forest #Environment #Lebanon https://t.co/7sdn9xV7kj",2,2,2021-11-30 15:27:13,27507,52,Lebanon,lake cleanup,0
1465655854754144259,"International Volunteer Day, on 03 December, 2021

-VOLUNTEERISM AND ENVIRONMENT-
AN EXPERIENTIAL ACTION
AT THE MEDITERRANEAN SUBURBAN ENVIRONMENTAL PARK, CIHEAM-MAICh

Α joint cooperation activity among the Municipality of Chania, the Forestry Directorate, and CIHEAM-MAICh. https://t.co/XfvfDdVUSc",2,0,2021-11-30 12:16:00,26,7,Greece,lake cleanup,0
1465652094376026114,"RT @JobsMatchSK: Need to recruit #volunteers for your charity, social enterprise, not-for-profit or community group? 

From how to create a…",0,2,2021-11-30 12:01:04,1841,4119,"Denver, CO",lake cleanup,0
1465652055054430218,"RT @JobsMatchSK: Need to recruit #volunteers for your charity, social enterprise, not-for-profit or community group? 

From how to create a…",0,2,2021-11-30 12:00:55,1058,4539,Antarctica,lake cleanup,0
1465652003187703813,"Need to recruit #volunteers for your charity, social enterprise, not-for-profit or community group? 

From how to create a targeted job description to creating a safe environment for #volunteering, check out our top tips on recruiting a volunteer here 👇

https://t.co/9aZNyib7GW https://t.co/2WxztY4SYI",1,2,2021-11-30 12:00:42,522,313,Stockport,lake cleanup,0
1465638604361932800,"PLANT TREES: 🌳

Would you like to make a difference in the local community &amp; help the environment? Volunteer to plant 120 trees on The Sands.

Sat 4th Dec, 1.00pm-2.30pm.

Contact Mr Bains for info.

https://t.co/70XRW4kSTj

#PlantForOurFuture #NationalTreeWeek @TheTreeCouncil https://t.co/J7kVjwejKE",0,0,2021-11-30 11:07:28,3427,400,Durham,lake cleanup,0
1465608823792705539,The active community volunteer with the National Environment Agency (NEA) adds: “It’s important for a small group to lead and show the way. https://t.co/Ar59wQTzIi via @stcom #Retailer #Coronavirus,0,0,2021-11-30 09:09:07,152,102,Singapore,lake cleanup,0
1465606530296958978,"@LeedsBeckMArch ArchitectureOpenLecture series

Jane is sustainability advisor on @warwickuni Estate &amp; Environment Committee.
As a masterplanner and volunteer, she advises the @Nat_Mem_Arb, in South Staff, on their young arboretum.

https://t.co/bMIzy9S3vn

@LBUArtsResearch https://t.co/vEKsxVYeTS",0,0,2021-11-30 09:00:01,296,384,Leeds Beckett University,lake cleanup,0
1465604838910214144,"Looking to get back on your bike? Check our https://t.co/CDnwr5qPHD has great volunteer led rides for all abilities.

There's regular rides at @LiveItHull closed cycle circuit at Ennerdale Leisure Centre! So you can build up your road confidence in a traffic free environment https://t.co/ofK2pVbNGj",0,0,2021-11-30 08:53:17,316,151,,lake cleanup,0
1465603507755569152,Does your environment change your way of thinking or does your thinking change your environment? @RecoTechFI @MetropoliaBiz #volunteer https://t.co/1zvDFW7LeJ,6,1,2021-11-30 08:48:00,10,24,,lake cleanup,0
1465516762263441408,"RT @ValleyChange: Join us on Sunday, December 12th as we beautify our community! 🧹🗑🌍 ♻️ 

Bring a friend or two and bring your family along…",0,2,2021-11-30 03:03:18,13860,6174,,lake cleanup,0
1465488678281564167,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,2021-11-30 01:11:43,220,1060,"Seattle, WA",lake cleanup,0
1465486869483773957,"Join us on Sunday, December 12th as we beautify our community! 🧹🗑🌍 ♻️ 

Bring a friend or two and bring your family along. 

#BlackLivesMatter #Community #Cleanup #Earth🌍 #Volunteer #Nature #SanFernandoValley #ShowUpShowOut #Environment https://t.co/OhHfepQjlK",3,2,2021-11-30 01:04:31,537,96,,lake cleanup,0
1465485951325683715,"Governor Laura Kelly has announced Janet Stanek as the new Secretary for the Kansas Department of Health and Environment (KDHE). Janet serves as a volunteer on our Board of Directors. Congratulations, Janet! https://t.co/Bk1hCA60A2",0,0,2021-11-30 01:00:52,338,176,Kansas,lake cleanup,0
1465397673008132097,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,2021-11-29 19:10:05,29,44,"Seattle, WA",lake cleanup,0
1465368608045862915,RT @kingcountyparks: It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Progra…,0,5,2021-11-29 17:14:36,25769,1134,"King County, WA",lake cleanup,0
1465365620862685202,It's planting season! All the rainfall has created a hospitable environment for the native plants our Volunteer Program is working to get in the ground. 🌱 But they can't do it without volunteers like you. 👷‍♀️ Check out upcoming events &amp; sign up today 👉 https://t.co/x2weH6g54Q https://t.co/npI2vsZOAT,6,5,2021-11-29 17:02:43,4460,1120,"King County, WA",lake cleanup,0
1465363502307196940,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,2021-11-29 16:54:18,2519,2994,,lake cleanup,0
1465363314196762624,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,2021-11-29 16:53:33,5946,2026,"ÜT: 43.7979443,-79.4292462",lake cleanup,0
1465350383971323907,"RT @demsabroadbe: Today is a good day to follow @demsabroadECCC. That's it, that's the message - just follow them and join and volunteer if…",0,12,2021-11-29 16:02:11,28098,9581,Worldwide! 🇺🇸🌍,lake cleanup,0
1465345853909086225,"im literally so silly, anyways back to being better 😁, i want to volunteer, help the environment , and do more school work cause it’s good for the brain apparently",1,0,2021-11-29 15:44:11,2,36,,lake cleanup,0
1465338916987416585,@OdedRechavi I actually think I'll volunteer to talk about this at some of the courses at my Uni. I've read so much about this that it would be useful to share the info in a productive environment rather than argue with people on twitter 😅,1,0,2021-11-29 15:16:37,6681,6512,"New York, USA",lake cleanup,0
1465324037983326208,@hugoburge Oh no Hugo ☹️ If you need any volunteers for tree planting in the future let us know. Team here gets a volunteer day a year and they're very passionate about the environment.🌳,1,0,2021-11-29 14:17:29,3366,2054,London,lake cleanup,0
